[100, 96, 111, 59, 76]
[31, 81, 85, 65, 16]
[121, 69, 112, 23, 8]
[19, 50, 64, 8, 60]
[85, 96, 68, 54, 74]
[90, 98, 110, 95, 74]
[19, 5, 85, 98, 114]
[28, 31, 65, 84, 54]
[2, 100, 74, 21, 8]
[27, 19, 85, 94, 54]
[104, 50, 64, 73, 12]
[121, 19, 69, 93, 34]
[96, 121, 23, 86, 8]
[19, 114, 31, 86, 104]
[31, 8, 86, 76, 13]
[18, 51, 119, 55, 95]
[112, 84, 114, 81, 96]
[31, 8, 120, 74, 110]
[100, 111, 81, 59, 19]
[27, 29, 50, 95, 76]
[84, 18, 88, 74, 41]
[31, 100, 18, 23, 54]
[70, 111, 38, 94, 25]
[50, 104, 30, 81, 74]
[14, 121, 99, 47, 46]
[7, 64, 19, 89, 21]
[121, 69, 111, 93, 56]
[40, 29, 54, 15, 84]
[26, 69, 77, 45, 119]
[97, 8, 112, 120, 121]
[31, 121, 81, 25, 38]
[29, 19, 114, 23, 5]
[18, 27, 13, 89, 33]
[18, 121, 86, 70, 106]
[27, 18, 15, 96, 54]
[103, 54, 121, 65, 25]
[90, 95, 100, 28, 23]
[103, 86, 57, 109, 30]
[103, 79, 69, 45, 93]
[81, 121, 25, 44, 107]
[107, 55, 54, 121, 45]
[75, 78, 7, 46, 98]
[71, 96, 100, 95, 94]
[121, 14, 9, 114, 45]
[14, 31, 9, 70, 61]
[31, 69, 100, 15, 74]
[96, 31, 9, 76, 54]
[30, 86, 69, 63, 98]
[27, 96, 50, 59, 12]
[50, 51, 106, 75, 15]
[26, 64, 2, 114, 101]
[26, 28, 48, 69, 23]
[96, 100, 98, 59, 112]
[121, 93, 18, 36, 11]
[110, 28, 97, 93, 98]
[100, 69, 86, 15, 95]
[121, 14, 108, 44, 76]
[27, 19, 96, 39, 95]
[27, 110, 54, 69, 23]
[107, 111, 59, 81, 15]
[31, 8, 69, 19, 121]
[121, 8, 92, 70, 100]
[121, 29, 31, 36, 17]
[110, 27, 29, 48, 35]
[66, 60, 98, 27, 54]
[19, 27, 60, 77, 83]
[19, 26, 29, 98, 44]
[19, 69, 27, 76, 70]
[8, 31, 18, 55, 49]
[85, 27, 23, 28, 80]
[100, 64, 40, 41, 39]
[85, 50, 18, 111, 63]
[19, 121, 31, 54, 56]
[21, 3, 120, 41, 74]
[8, 55, 121, 62, 114]
[50, 107, 29, 95, 27]
[31, 8, 29, 121, 114]
[66, 8, 29, 13, 64]
[19, 8, 26, 23, 65]
[121, 69, 50, 15, 26]
[8, 31, 97, 86, 98]
[85, 27, 18, 23, 1]
[100, 8, 66, 69, 13]
[19, 66, 81, 15, 27]
[18, 121, 8, 97, 98]
[19, 43, 111, 44, 53]
[107, 121, 69, 48, 39]
[19, 8, 26, 29, 77]
[18, 8, 5, 23, 55]
[50, 19, 55, 8, 66]
[121, 19, 8, 88, 35]
[103, 8, 111, 98, 29]
[103, 8, 26, 28, 77]
[19, 50, 53, 23, 12]
[50, 107, 78, 54, 15]
[86, 103, 69, 106, 56]
[8, 121, 19, 29, 39]
[107, 8, 64, 29, 43]
[85, 8, 50, 111, 18]
[96, 15, 88, 94, 86]
[8, 31, 18, 96, 61]
[90, 81, 64, 54, 15]
[96, 88, 27, 15, 94]
[85, 27, 1, 29, 23]
[103, 50, 8, 31, 49]
[86, 98, 23, 107, 44]
[107, 76, 50, 9, 51]
[100, 64, 78, 44, 23]
[18, 121, 54, 55, 76]
[78, 90, 41, 38, 76]
[19, 70, 53, 78, 110]
[19, 53, 54, 65, 107]
[18, 121, 54, 111, 49]
[22, 67, 107, 114, 83]
[90, 81, 80, 88, 9]
[66, 90, 81, 8, 92]
[64, 2, 31, 95, 76]
[66, 80, 107, 19, 4]
[86, 110, 41, 23, 97]
[86, 18, 48, 12, 40]
[100, 2, 27, 93, 17]
[66, 90, 81, 10, 114]
[54, 103, 27, 45, 23]
[8, 31, 107, 55, 23]
[66, 97, 28, 93, 76]
[19, 18, 79, 48, 23]
[18, 110, 25, 98, 36]
[110, 54, 84, 13, 36]
[107, 121, 54, 69, 39]
[31, 19, 113, 29, 13]
[31, 55, 19, 41, 76]
[103, 8, 65, 78, 49]
[31, 19, 18, 48, 50]
[90, 66, 120, 99, 95]
[103, 81, 53, 114, 69]
[76, 107, 55, 26, 70]
[90, 81, 66, 44, 70]
[87, 51, 114, 64, 32]
[31, 18, 48, 60, 49]
[81, 50, 103, 113, 98]
[8, 103, 64, 98, 53]
[90, 107, 54, 65, 70]
[85, 27, 94, 96, 106]
[84, 64, 99, 12, 76]
[79, 54, 119, 80, 88]
[120, 107, 3, 78, 1]
[41, 110, 84, 36, 46]
[50, 8, 88, 65, 69]
[107, 55, 64, 15, 54]
[8, 50, 84, 37, 65]
[33, 3, 48, 78, 56]
[31, 8, 55, 88, 98]
[18, 109, 110, 29, 45]
[31, 8, 55, 88, 25]
[97, 44, 121, 16, 13]
[19, 15, 112, 12, 39]
[31, 23, 55, 106, 94]
[31, 107, 55, 70, 41]
[86, 109, 3, 38, 106]
[109, 50, 107, 33, 15]
[18, 8, 110, 65, 9]
[86, 76, 3, 88, 29]
[44, 100, 90, 57, 106]
[58, 114, 54, 38, 6]
[121, 8, 78, 65, 94]
[31, 53, 103, 41, 15]
[107, 121, 120, 78, 44]
[97, 15, 8, 64, 19]
[100, 50, 13, 44, 55]
[81, 31, 76, 86, 53]
[53, 114, 54, 28, 35]
[111, 104, 59, 28, 47]
[85, 27, 8, 23, 106]
[31, 107, 76, 42, 113]
[18, 78, 33, 52, 113]
[18, 90, 95, 55, 120]
[81, 31, 15, 55, 93]
[28, 31, 84, 12, 34]
[79, 55, 71, 98, 10]
[90, 94, 85, 38, 20]
[18, 55, 119, 76, 8]
[18, 76, 103, 92, 53]
[103, 69, 30, 54, 11]
[90, 81, 3, 8, 45]
[86, 78, 13, 44, 6]
[121, 3, 78, 1, 23]
[107, 109, 112, 102, 47]
[79, 8, 65, 15, 60]
[121, 69, 8, 23, 30]
[69, 54, 121, 34, 29]
[107, 109, 85, 92, 53]
[90, 78, 41, 64, 97]
[90, 107, 106, 6, 104]
[86, 85, 63, 92, 44]
[79, 114, 55, 109, 66]
[79, 69, 19, 10, 43]
[81, 90, 26, 113, 29]
[48, 51, 65, 10, 70]
[103, 50, 55, 10, 5]
[19, 76, 111, 108, 41]
[19, 55, 48, 103, 11]
[19, 76, 66, 69, 48]
[18, 100, 50, 109, 59]
[107, 54, 112, 55, 19]
[111, 96, 110, 15, 81]
[3, 53, 107, 73, 57]
[18, 79, 78, 15, 54]
[31, 53, 107, 1, 86]
[31, 48, 81, 15, 69]
[111, 28, 44, 78, 94]
[15, 29, 112, 109, 90]
[19, 58, 97, 44, 114]
[103, 27, 8, 65, 56]
[18, 78, 15, 109, 50]
[18, 27, 48, 52, 98]
[121, 69, 94, 111, 54]
[79, 48, 94, 5, 77]
[19, 53, 78, 1, 88]
[18, 76, 86, 55, 12]
[87, 2, 26, 12, 21]
[68, 57, 114, 98, 74]
0
[19, 79, 103, 65, 8]
[97, 64, 23, 109, 96]
[66, 80, 86, 15, 19]
[31, 96, 42, 76, 8]
[19, 111, 69, 1, 23]
[19, 100, 79, 10, 69]
[86, 96, 95, 78, 45]
[69, 111, 86, 113, 25]
[19, 27, 85, 98, 54]
[121, 8, 29, 26, 15]
[19, 114, 50, 1, 96]
[50, 20, 98, 93, 49]
[121, 13, 97, 44, 69]
[100, 29, 31, 8, 15]
[31, 8, 107, 55, 49]
[86, 38, 13, 110, 15]
[29, 86, 3, 69, 95]
[107, 76, 66, 1, 96]
[103, 55, 95, 112, 76]
[38, 103, 87, 15, 93]
[18, 86, 96, 8, 121]
[19, 55, 66, 76, 113]
[19, 111, 55, 109, 114]
[121, 16, 109, 57, 114]
[18, 48, 78, 111, 76]
[19, 111, 69, 63, 43]
[78, 109, 87, 85, 86]
[78, 86, 69, 110, 94]
0
[18, 29, 121, 1, 23]
[85, 27, 48, 69, 76]
[79, 13, 64, 109, 47]
[38, 18, 8, 27, 106]
[50, 88, 54, 55, 49]
[19, 79, 96, 59, 10]
[107, 66, 76, 78, 72]
[18, 48, 78, 101, 49]
[94, 64, 88, 63, 104]
[19, 109, 53, 86, 78]
[90, 13, 100, 94, 15]
[18, 48, 78, 86, 6]
[107, 55, 3, 95, 15]
[18, 8, 27, 30, 15]
[86, 18, 96, 100, 15]
[121, 69, 18, 50, 44]
[18, 27, 69, 23, 1]
[19, 27, 97, 114, 94]
[107, 8, 31, 69, 49]
[19, 86, 8, 80, 66]
[18, 111, 97, 44, 13]
[100, 45, 87, 12, 96]
[19, 64, 44, 98, 101]
[103, 50, 8, 28, 52]
[103, 15, 58, 29, 1]
[18, 64, 38, 94, 8]
[111, 23, 103, 55, 48]
[121, 78, 10, 86, 88]
[31, 70, 100, 94, 120]
[103, 69, 86, 10, 50]
[107, 27, 78, 114, 54]
[103, 53, 18, 106, 46]
[96, 86, 31, 44, 114]
[31, 8, 79, 98, 45]
[100, 64, 69, 106, 44]
[38, 86, 76, 85, 95]
[31, 8, 29, 27, 86]
[30, 8, 79, 65, 98]
[31, 88, 65, 89, 39]
[31, 19, 43, 15, 95]
[103, 111, 48, 86, 36]
[64, 95, 27, 78, 15]
[50, 109, 30, 88, 10]
[53, 27, 18, 15, 67]
[38, 26, 85, 34, 11]
[31, 107, 8, 114, 97]
[31, 94, 121, 38, 114]
[100, 27, 8, 28, 94]
[103, 53, 121, 76, 1]
[50, 100, 108, 10, 85]
[19, 45, 26, 98, 48]
[111, 55, 54, 23, 7]
[19, 76, 111, 28, 8]
[111, 55, 109, 86, 43]
[64, 19, 120, 47, 54]
[16, 55, 5, 82, 69]
[3, 38, 100, 1, 43]
[107, 50, 15, 55, 23]
[107, 3, 93, 98, 59]
[107, 15, 58, 69, 44]
[19, 55, 1, 90, 23]
[94, 85, 119, 2, 101]
[51, 78, 110, 10, 25]
[107, 64, 55, 54, 47]
[86, 18, 109, 38, 98]
[103, 111, 55, 54, 45]
[31, 8, 97, 69, 15]
[109, 111, 107, 38, 43]
[107, 69, 94, 87, 114]
[107, 94, 31, 55, 20]
[111, 38, 109, 64, 47]
[78, 27, 51, 54, 11]
[27, 16, 48, 33, 21]
[30, 8, 100, 69, 46]
[103, 109, 78, 98, 55]
[19, 1, 3, 59, 57]
[107, 55, 27, 54, 76]
[78, 27, 13, 8, 65]
[27, 109, 51, 55, 22]
[18, 111, 83, 114, 35]
[100, 96, 109, 30, 43]
[107, 31, 8, 43, 33]
[92, 11, 100, 38, 27]
[18, 8, 27, 55, 23]
[103, 121, 44, 55, 76]
[31, 15, 88, 18, 53]
[100, 92, 110, 49, 104]
[121, 96, 93, 30, 43]
[107, 76, 86, 96, 8]
[19, 76, 96, 8, 85]
[95, 90, 96, 79, 35]
[50, 99, 79, 2, 90]
[121, 76, 38, 86, 1]
[121, 85, 109, 23, 88]
[19, 50, 44, 45, 96]
[79, 51, 109, 2, 110]
[76, 121, 8, 38, 86]
[107, 19, 76, 51, 6]
[90, 94, 103, 53, 82]
[90, 15, 51, 8, 55]
[100, 76, 27, 55, 92]
[31, 19, 96, 44, 15]
[31, 18, 86, 95, 13]
[31, 19, 78, 109, 45]
[100, 8, 66, 45, 80]
[107, 76, 111, 43, 98]
[94, 90, 88, 29, 11]
[50, 83, 64, 99, 54]
[103, 76, 26, 69, 48]
[31, 38, 15, 86, 23]
[90, 95, 18, 13, 15]
[19, 97, 95, 65, 110]
[31, 19, 18, 109, 43]
[19, 111, 95, 23, 78]
[33, 18, 53, 106, 56]
[19, 31, 76, 20, 50]
[19, 111, 23, 55, 95]
[19, 31, 55, 109, 98]
[27, 18, 48, 23, 69]
[107, 98, 8, 87, 15]
[97, 44, 87, 19, 45]
[19, 31, 44, 33, 36]
[64, 33, 41, 78, 106]
[107, 27, 81, 76, 62]
[107, 27, 8, 35, 78]
[69, 121, 50, 59, 94]
[19, 31, 89, 45, 55]
[121, 78, 13, 10, 107]
[100, 53, 86, 19, 95]
[31, 19, 53, 45, 10]
[33, 64, 97, 93, 106]
[97, 111, 44, 98, 13]
[97, 31, 44, 29, 43]
[27, 29, 112, 93, 11]
[107, 92, 111, 108, 86]
[103, 121, 44, 13, 89]
[103, 86, 96, 54, 23]
[107, 87, 69, 94, 63]
[26, 14, 28, 23, 44]
[19, 11, 66, 63, 96]
[18, 68, 13, 54, 114]
[18, 13, 68, 53, 95]
[18, 92, 119, 11, 13]
[14, 121, 15, 76, 18]
[18, 92, 100, 110, 59]
[103, 121, 108, 44, 101]
[78, 121, 44, 53, 36]
[50, 8, 96, 79, 64]
[28, 86, 85, 92, 6]
[100, 53, 95, 65, 13]
[7, 21, 12, 31, 45]
[19, 33, 31, 8, 78]
[121, 69, 100, 12, 106]
[86, 96, 111, 44, 29]
[29, 86, 18, 109, 107]
[85, 27, 108, 109, 106]
[96, 3, 107, 40, 8]
[31, 100, 69, 44, 23]
[31, 8, 29, 97, 98]
[107, 31, 1, 69, 98]
[100, 85, 12, 23, 65]
[121, 55, 100, 109, 77]
[28, 56, 107, 40, 54]
[97, 8, 3, 49, 50]
[23, 111, 88, 44, 94]
[97, 1, 79, 23, 15]
[19, 111, 8, 76, 65]
[19, 121, 44, 28, 103]
[29, 31, 86, 1, 59]
[85, 44, 107, 76, 45]
[19, 23, 44, 28, 3]
[31, 76, 100, 8, 33]
[90, 7, 96, 80, 106]
[31, 29, 110, 1, 43]
[103, 50, 65, 70, 45]
[110, 96, 27, 23, 109]
[97, 44, 3, 13, 59]
[19, 29, 75, 109, 106]
[31, 107, 80, 28, 50]
[85, 107, 59, 13, 95]
0
[19, 112, 16, 59, 109]
[18, 103, 87, 48, 13]
[85, 86, 8, 23, 7]
[19, 121, 15, 97, 8]
[31, 100, 95, 59, 57]
[31, 38, 90, 1, 50]
[31, 88, 13, 10, 49]
[121, 107, 1, 13, 22]
[19, 33, 53, 1, 13]
[31, 51, 11, 57, 8]
[95, 33, 64, 15, 108]
[19, 94, 111, 76, 86]
[19, 121, 69, 41, 23]
[107, 76, 66, 44, 23]
[97, 8, 86, 96, 39]
[19, 121, 44, 29, 94]
[19, 96, 30, 109, 45]
[90, 18, 76, 27, 95]
[27, 8, 76, 111, 61]
[111, 18, 55, 15, 95]
[107, 31, 15, 1, 114]
[38, 121, 86, 35, 8]
[107, 8, 111, 55, 11]
[18, 86, 69, 76, 48]
[107, 96, 41, 101, 43]
[107, 76, 69, 51, 15]
[103, 76, 119, 10, 28]
[51, 11, 8, 31, 28]
0
[100, 86, 64, 12, 74]
[19, 31, 1, 101, 69]
[121, 18, 93, 14, 26]
[85, 44, 86, 98, 22]
[90, 14, 18, 23, 9]
[26, 19, 121, 8, 101]
[18, 3, 8, 25, 45]
[71, 98, 70, 93, 85]
[100, 50, 40, 34, 6]
[121, 69, 3, 95, 34]
[19, 18, 53, 76, 92]
[19, 103, 121, 93, 69]
[107, 39, 27, 48, 82]
[107, 18, 31, 6, 59]
[100, 98, 112, 10, 86]
[97, 86, 55, 8, 13]
[107, 76, 53, 55, 12]
[27, 85, 29, 76, 8]
[50, 100, 38, 8, 76]
[109, 50, 38, 110, 85]
[19, 55, 64, 92, 94]
[8, 121, 110, 94, 65]
[19, 30, 26, 96, 8]
[121, 8, 96, 59, 25]
[109, 31, 38, 110, 106]
[85, 109, 78, 110, 120]
[19, 85, 92, 55, 59]
[31, 96, 110, 10, 114]
[31, 95, 45, 50, 28]
[91, 76, 107, 96, 48]
[50, 38, 3, 18, 94]
[31, 8, 19, 55, 11]
[31, 19, 69, 109, 50]
[97, 1, 18, 90, 95]
[45, 107, 111, 98, 8]
[97, 8, 121, 18, 23]
[76, 100, 111, 29, 48]
[31, 76, 103, 69, 6]
[76, 97, 112, 44, 13]
[103, 55, 50, 109, 112]
[18, 110, 96, 44, 34]
[100, 8, 78, 86, 47]
[100, 95, 76, 86, 96]
[31, 96, 90, 8, 34]
[100, 93, 58, 23, 50]
[19, 50, 55, 44, 106]
[100, 68, 63, 8, 61]
[31, 19, 86, 1, 59]
[38, 85, 107, 41, 28]
[31, 59, 86, 44, 120]
[69, 121, 85, 12, 76]
[111, 94, 103, 69, 98]
[91, 72, 23, 78, 103]
[31, 121, 95, 59, 108]
[121, 69, 8, 85, 23]
[18, 121, 1, 76, 98]
[85, 19, 8, 111, 34]
[16, 69, 31, 20, 39]
[121, 18, 95, 29, 19]
[19, 76, 29, 110, 41]
[19, 53, 64, 76, 41]
[111, 55, 71, 44, 80]
[100, 120, 8, 30, 49]
[97, 44, 50, 23, 11]
[90, 94, 19, 15, 13]
[18, 50, 107, 44, 34]
[100, 8, 26, 98, 25]
[107, 92, 64, 76, 69]
[51, 15, 13, 6, 119]
[27, 110, 50, 10, 114]
[31, 111, 29, 76, 41]
[53, 100, 91, 48, 114]
[103, 94, 90, 96, 15]
[121, 109, 19, 101, 55]
[4, 100, 8, 50, 34]
[18, 94, 55, 64, 98]
[31, 96, 109, 27, 114]
[91, 76, 3, 44, 13]
[121, 96, 107, 94, 53]
[100, 94, 86, 98, 76]
[107, 45, 26, 78, 12]
[31, 8, 27, 28, 80]
[18, 76, 48, 96, 6]
[85, 27, 98, 12, 25]
[85, 29, 119, 8, 76]
[107, 121, 96, 109, 40]
[19, 121, 8, 38, 39]
[18, 121, 38, 109, 46]
[38, 27, 100, 20, 11]
[31, 19, 53, 109, 98]
[85, 27, 8, 18, 80]
[31, 8, 97, 78, 36]
[100, 50, 29, 8, 1]
[19, 55, 64, 8, 23]
[94, 100, 27, 44, 78]
[100, 19, 29, 95, 64]
[69, 64, 19, 44, 97]
[31, 8, 27, 38, 95]
[91, 72, 18, 78, 49]
[85, 27, 69, 44, 15]
[53, 107, 27, 94, 98]
[85, 28, 26, 76, 1]
[121, 100, 69, 94, 98]
[100, 19, 8, 108, 114]
[100, 8, 29, 26, 52]
[107, 31, 10, 96, 43]
[29, 31, 27, 94, 69]
[100, 64, 16, 1, 59]
[31, 103, 41, 2, 25]
[44, 97, 53, 18, 23]
[107, 109, 64, 96, 74]
[85, 90, 29, 23, 94]
[19, 85, 95, 108, 47]
[100, 68, 78, 59, 54]
[90, 18, 29, 74, 44]
[50, 96, 121, 1, 38]
[85, 41, 88, 101, 35]
[121, 27, 18, 114, 15]
[97, 31, 121, 41, 13]
[31, 7, 4, 34, 98]
[31, 50, 44, 28, 47]
[95, 23, 18, 90, 78]
[44, 97, 112, 98, 46]
[111, 112, 8, 18, 15]
[100, 97, 95, 112, 15]
[100, 38, 50, 59, 95]
[85, 100, 8, 98, 33]
[100, 28, 44, 111, 23]
[107, 110, 68, 114, 92]
[85, 86, 44, 108, 59]
[31, 50, 8, 18, 23]
[86, 38, 10, 85, 35]
[38, 31, 86, 41, 59]
[103, 10, 3, 18, 94]
[96, 85, 27, 76, 109]
[31, 15, 19, 86, 1]
[121, 18, 26, 1, 43]
[91, 72, 111, 76, 18]
[96, 18, 3, 94, 63]
[107, 98, 27, 45, 8]
[18, 23, 111, 48, 59]
[107, 31, 8, 76, 2]
[31, 107, 53, 8, 15]
[28, 27, 78, 44, 52]
[18, 27, 69, 10, 39]
[18, 31, 29, 8, 43]
[19, 8, 90, 29, 34]
[107, 69, 79, 1, 15]
[97, 44, 96, 87, 114]
[100, 23, 121, 28, 44]
[103, 38, 121, 45, 109]
[31, 18, 97, 8, 39]
[97, 8, 27, 25, 38]
[85, 27, 78, 41, 13]
[106, 90, 29, 8, 108]
[107, 66, 29, 12, 52]
[111, 18, 90, 109, 49]
[31, 8, 27, 39, 7]
[103, 66, 28, 76, 6]
[121, 19, 8, 69, 10]
[18, 8, 121, 23, 107]
[38, 27, 85, 45, 109]
[107, 55, 23, 15, 53]
[97, 44, 86, 69, 25]
[91, 107, 69, 72, 15]
[38, 86, 18, 35, 20]
[107, 31, 69, 44, 77]
[94, 90, 28, 31, 114]
[15, 19, 3, 69, 43]
[121, 69, 103, 23, 10]
[85, 18, 23, 27, 10]
[19, 31, 107, 39, 44]
[96, 66, 6, 27, 13]
[121, 8, 19, 69, 25]
[103, 31, 41, 53, 43]
[19, 109, 110, 69, 43]
[91, 72, 96, 46, 79]
[85, 86, 29, 95, 47]
[31, 18, 95, 98, 86]
[121, 100, 44, 96, 74]
[111, 18, 94, 90, 6]
[100, 109, 76, 110, 51]
[85, 64, 91, 48, 79]
[121, 103, 28, 44, 23]
